User ID:1
User name:ngan
Vehice:Moto
Status:R

1.4938914E12;14938913556840.0;0.0;0.0;
1.4938914E12;14938913558660.044318274;0.106046215;-0.016890425;
1.4938914E12;14938913560470.047369547;0.20148781;-0.04250706;
1.4938914E12;1493891356226-0.01622428;0.0050127804;-0.027902186;
1.4938914E12;1493891356406-0.10384927;0.012666553;-0.08674827;
1.4938914E12;1493891356587-0.08924937;-0.11303337;-0.04413988;
1.4938914E12;1493891356767-0.09144218;-0.11070975;-0.05945684;
1.4938914E12;1493891356946-0.12854047;-0.11710952;-0.05748178;
1.4938914E12;1493891357127-0.08117253;-0.10924702;-0.078978196;
1.4938914E12;1493891357304-0.078522526;-0.11026473;-0.098966375;
1.4938914E12;1493891357488-0.0553681;-0.08543271;-0.08708443;
1.4938914E12;1493891357667-0.047876522;-0.08904566;-0.076970994;
1.4938914E12;1493891357850-0.038354665;-0.08011055;-0.039249867;
1.4938914E12;1493891358029-0.013077827;-0.07448187;-0.025245603;
1.4938914E12;1493891358209-0.0051726997;-0.04324048;-0.040405594;
1.4938914E12;1493891358387-0.007893016;-0.034487657;-0.0519421;
1.4938914E12;14938913585690.021209892;-0.04411141;-0.030773763;
1.4938914E12;1493891358749-0.00806406;-0.00778256;-0.051428504;
1.4938914E12;14938913589310.002668907;-0.025605151;-0.068398975;
1.4938914E12;1493891359110-0.0152519895;-0.026007332;-0.032695692;
1.4938914E12;1493891359289-0.018155564;0.0018526781;-0.049279243;
1.4938914E12;14938913594750.0039407182;-7.355574E-5;-0.048627377;
1.4938914E12;14938913596490.019459687;-3.4108953E-4;-0.047124397;
1.4938914E12;14938913598260.0112218065;0.015667146;-0.057378158;
1.4938914E12;14938913600120.009336044;0.015016729;-0.057871167;
1.4938914E12;1493891360207-0.00488388;-0.010858467;-0.0559325;
1.4938914E12;14938913603700.0031792372;-0.041568156;-0.052080214;
1.4938914E12;14938913605470.007900951;-0.0060739517;-0.029920682;
1.4938914E12;14938913607310.032858826;0.025076706;-0.01761292;
1.4938914E12;14938913609100.0135988165;0.046881475;-0.015179675;
1.4938914E12;14938913610920.024059176;0.05211989;-0.023374464;
1.4938914E12;14938913612730.029319618;0.04409792;-0.038110703;
1.4938914E12;14938913614550.0359477;0.049981207;-0.03961416;
1.4938914E12;14938913616320.035865404;0.04397516;-0.040234234;
1.4938914E12;14938913618230.035027757;0.053077765;-0.042502724;
1.4938914E12;14938913619920.037053313;0.044929463;-0.047262713;
1.4938914E12;14938913621700.04840581;0.029746376;-0.03838256;
1.4938914E12;14938913623500.0150378235;0.049373753;-0.039522856;
1.4938914E12;14938913625310.018818026;0.023880763;-0.049620472;
1.4938914E12;14938913627130.025182905;0.028273292;-0.079386115;
1.4938914E12;14938913628930.025566224;0.02758399;-0.09230855;
1.4938914E12;14938913630730.012594349;0.027024707;-0.12095134;
1.4938914E12;14938913632540.009257972;0.0020867418;-0.13154985;
1.4938914E12;14938913634330.024489561;-0.0077736033;-0.14893812;
1.4938914E12;1493891363613-0.00990765;-0.018266708;-0.13547984;
1.4938914E12;14938913637940.0068434384;-0.033758067;-0.12394771;
1.4938914E12;14938913639750.0021884707;-0.006191997;-0.1502818;
1.4938914E12;14938913641530.00624568;-0.011253844;-0.1659496;
1.4938914E12;14938913643320.0038496028;-0.016817434;-0.20720358;
1.4938914E12;1493891364514-0.0056983368;-0.01794567;-0.25569427;
1.4938914E12;1493891364692-0.0098016225;-0.028246235;-0.31140047;
1.4938914E12;14938913648730.0046481183;-0.06305091;-0.38050342;
1.4938914E12;14938913650550.018813528;-0.07363624;-0.41566527;
1.4938914E12;14938913652350.026583847;-0.069052055;-0.45424426;
1.4938914E12;14938913654160.03580679;-0.07418089;-0.47314394;
1.4938914E12;14938913655960.06524338;-0.06447206;-0.50673866;
1.4938914E12;14938913657760.12545606;-0.0911032;-0.49323595;
1.4938914E12;14938913659540.09195778;-0.060123906;-0.48841387;
1.4938914E12;14938913661350.08486948;-0.1002013;-0.48474598;
1.4938914E12;14938913663150.108086444;-0.061042897;-0.42762762;
1.4938914E12;14938913664930.0938875;-0.040125124;-0.39240906;
1.4938914E12;14938913666730.09558596;-0.0049279407;-0.33927098;
1.4938914E12;14938913668530.09124545;0.05032956;-0.29928076;
1.4938914E12;14938913768470.0;0.0;0.0;
1.4938914E12;14938913770280.054336466;0.076571964;0.056230146;
1.4938914E12;14938913772090.06292218;0.14548673;0.0140163;
1.4938914E12;14938913773900.054766823;0.10018099;0.01673801;
1.4938914E12;14938913775690.05002318;0.11801835;-0.019541306;
1.4938914E12;14938913777490.08619318;0.08984533;-0.02164943;
1.4938914E12;14938913779280.09483081;0.138893;0.022970648;
1.4938914E12;14938913781090.118945315;0.17347586;0.025927026;
1.4938914E12;14938913782880.08081412;0.19626212;0.043767765;
1.4938914E12;14938913783650.08201786;0.15598866;0.056647934;
1.4938914E12;14938913783840.08201786;0.15598866;0.056647934;
1.4938914E12;14938913784050.08201786;0.15598866;0.056647934;
1.4938914E12;14938913784250.08201786;0.15598866;0.056647934;
1.4938914E12;14938913784470.08201786;0.15598866;0.056647934;
1.4938914E12;14938913784670.08201786;0.15598866;0.056647934;
1.4938914E12;14938913784860.044158567;0.15135483;0.021081287;
1.4938914E12;14938913785050.044158567;0.15135483;0.021081287;
1.4938914E12;14938913785250.044158567;0.15135483;0.021081287;
1.4938914E12;14938913785570.044158567;0.15135483;0.021081287;
1.4938914E12;14938913785740.044158567;0.15135483;0.021081287;
1.4938914E12;14938913785840.044158567;0.15135483;0.021081287;
1.4938914E12;14938913786060.044158567;0.15135483;0.021081287;
1.4938914E12;14938913786270.044158567;0.15135483;0.021081287;
1.4938914E12;14938913786470.044158567;0.15135483;0.021081287;
1.4938914E12;14938913786660.048142105;0.13105755;-0.015662901;
1.4938914E12;14938913786870.048142105;0.13105755;-0.015662901;
1.4938914E12;14938913787060.048142105;0.13105755;-0.015662901;
1.4938914E12;14938913787320.048142105;0.13105755;-0.015662901;
1.4938914E12;14938913787450.048142105;0.13105755;-0.015662901;
