User ID:1
User name:ngan
Vehice:Moto
Status:R

1.4938914E12;14938914020020.0;0.0;0.0;
1.4938914E12;14938914021840.031703908;0.098563105;-0.02302962;
1.4938914E12;14938914023660.014544703;0.20394653;0.006792823;
1.4938914E12;14938914025430.0040799705;0.20053393;0.018055957;
1.4938914E12;14938914027250.064453065;0.20082235;0.017624808;
1.4938914E12;14938914029040.068820074;0.24625541;0.062165916;
1.4938914E12;14938914031050.08560909;0.2303347;0.079834156;
1.4938914E12;14938914032640.050414458;0.2660359;0.085320316;
1.4938914E12;14938914034430.062263437;0.25488722;0.067930736;
1.4938914E12;14938914036250.061504338;0.24219613;0.06874293;
1.4938914E12;14938914038040.047473744;0.22542907;0.024117164;
1.4938914E12;14938914039860.064992405;0.20590995;-0.005203169;
1.4938914E12;14938914041650.043374248;0.2132355;-0.031835817;
1.4938914E12;14938914043440.03909791;0.19481356;-0.08005655;
1.4938914E12;14938914045270.04242687;0.15899156;-0.10998563;
1.4938914E12;14938914047050.028440882;0.11826073;-0.13020228;
1.4938914E12;14938914048860.05739233;0.08477948;-0.12387103;
1.4938914E12;14938914050660.030150639;0.10421807;-0.14114143;
1.4938914E12;14938914052480.011161448;0.08490817;-0.17308652;
1.4938914E12;14938914054260.02152957;0.06844556;-0.19093317;
1.4938914E12;14938914056070.031471744;0.05356813;-0.17953676;
1.4938914E12;14938914057880.029882276;0.03807095;-0.20052575;
1.4938914E12;14938914059660.06470661;0.057262935;-0.25081432;
1.4938914E12;14938914061440.09733133;0.07612397;-0.23795019;
1.4938914E12;14938914063250.106565565;0.08711242;-0.26348254;
1.4938914E12;14938914065080.097314;0.085273415;-0.2859119;
1.4938914E12;14938914066880.07286075;0.06535344;-0.33407593;
1.4938914E12;14938914068690.09605685;0.0091242045;-0.36483973;
1.4938914E12;14938914070480.09814923;-0.047132608;-0.33363974;
1.4938914E12;14938914072280.09975749;-0.059340313;-0.35189387;
1.4938914E12;14938914074230.07854182;-0.059789825;-0.33304513;
1.4938914E12;14938914075850.092403896;-0.056804083;-0.35025916;
1.4938914E12;14938914077650.09602222;-0.014074694;-0.3207921;
1.4938914E12;14938914078860.107739195;0.005506018;-0.35963434;
1.4938914E12;14938914079060.107739195;0.005506018;-0.35963434;
