User ID:Starting
User name:Admin
Vehice:Bike
Status:Dec

1.491038E12;-0.1621;0.5702;0.6837
1.491038E12;-1.5389;5.6581;7.1844
1.491038E12;-1.2564;5.5492;7.4514
1.491038E12;-1.0199;5.4205;7.5214
1.491038E12;-0.7542;5.3624;7.6944
1.491038E12;-0.8607;5.3241;7.7440
1.491038E12;-1.1343;5.4504;7.4454
1.491038E12;-1.2342;5.4672;7.2227
1.491038E12;-1.1139;5.4025;7.1916
1.491038E12;-1.0822;5.3905;7.3795
1.491038E12;-1.3228;5.4803;7.2568
1.491038E12;-1.3976;5.4552;7.2137
1.491038E12;-1.4210;5.4289;7.2353
1.491038E12;-1.4120;5.4025;7.3101
1.491038E12;-1.3024;5.3708;7.4514
1.491038E12;-1.3036;5.3995;7.5549
1.491038E12;-1.4144;5.4031;7.4765
1.491038E12;-1.6616;5.5162;7.0629
1.491038E12;-1.7933;5.6970;6.7846
1.491038E12;-1.6334;5.5982;7.2688
1.491038E12;-2.4205;5.3463;7.5968
1.491038E12;-0.6626;5.9687;7.4442
1.491038E12;-1.8298;4.8076;7.7584
1.491038E12;-1.0930;4.3185;9.2913
1.491038E12;-0.1718;4.3670;9.7474
1.491038E12;0.5614;3.8020;8.5587
1.491038E12;1.0211;3.5757;7.6417
1.491038E12;0.7973;3.4429;7.3101
1.491038E12;-0.9924;3.7248;7.0437
1.491038E12;-1.4024;5.2499;8.0331
1.491038E12;-0.8051;4.7902;8.2217
1.491038E12;-1.0977;4.5430;7.9966
1.491038E12;-1.6466;3.7846;7.1635
1.491038E12;-0.2017;4.4766;9.7252
1.491038E12;-1.3144;5.4031;10.4309
1.491038E12;-0.4322;5.5210;8.6048
1.491038E12;0.2807;5.9484;8.5826
1.491038E12;1.3366;7.5160;5.5384
1.491038E12;-0.3035;7.5130;6.9043
1.491038E12;-1.1642;6.9198;8.6167
1.491038E12;-1.6861;7.0844;11.0049
1.491038E12;-1.1821;6.7720;10.0592
1.491038E12;-0.6943;6.6601;6.6720
1.491038E12;-1.0552;6.6499;2.4511
1.491038E12;-0.1873;4.6872;-4.0217
1.491038E12;1.0116;3.2932;-7.6902
1.491038E12;0.7350;3.5901;-6.5230
1.491038E12;0.6129;3.2489;-2.6276
1.491038E12;1.5449;2.3421;8.1858
1.491038E12;3.2884;2.4732;19.4846
1.491038E12;0.2478;3.6984;19.6085
1.491038E12;-5.5731;6.2255;19.6085
1.491038E12;-3.0999;6.3345;18.2953
1.491038E12;-1.6598;6.3704;9.6361
1.491038E12;-0.4250;5.9119;3.5458
1.491038E12;-0.1646;4.5268;-0.9978
1.491038E12;0.1125;3.9540;-5.3852
1.491038E12;0.5064;3.2274;-9.0465
1.491038E12;0.2155;2.8347;-7.0300
1.491038E12;0.3956;2.0830;-1.1450
1.491038E12;1.3240;1.3282;9.8539
1.491038E12;-0.1383;4.4813;19.6085
1.491038E12;-1.1349;7.0515;19.6085
1.491038E12;0.6847;7.3957;19.6085
1.491038E12;1.0930;7.5226;17.9236
1.491038E12;0.7985;6.7918;11.9082
1.491038E12;0.4507;5.4055;6.1986
1.491038E12;-0.4651;4.4347;0.6668
