User ID:1
User name:Admin
Vehice:Car
Status:Mov

1.493644E12;0,7254;6,0704;7,6483
1.493644E12;0,9673;6,8666;6,5601
1.493644E12;1,5227;6,2345;7,7955
1.493644E12;1,3791;6,5793;7,3837
1.493644E12;0,7470;7,0581;8,2456
1.493644E12;1,2354;6,9911;8,7532
1.493644E12;1,0630;6,5314;8,8298
1.493644E12;0,4310;6,8283;8,1211
1.493644E12;0,7566;6,4643;8,7915
1.493644E12;0,1532;7,0677;8,1594
1.493644E12;0,9481;5,8419;8,2839
1.493644E12;0,4022;6,4165;7,6519
1.493644E12;0,7183;5,9664;7,4508
1.493644E12;1,1205;6,1004;7,3167
1.493644E12;1,3503;5,4396;7,1730
1.493644E12;0,9673;5,6024;6,8283
1.493644E12;0,6608;5,9664;6,9145
1.493644E12;0,9385;5,5737;7,1539
1.493644E12;0,8811;5,8993;6,7229
1.493644E12;0,7183;6,2537;6,8091
1.493644E12;1,0726;6,0047;7,0294
1.493644E12;0,8045;6,4069;7,6423
1.493644E12;1,8579;5,9089;8,7340
1.493644E12;0,3352;6,9336;8,2456
1.493644E12;1,3982;7,0198;8,5425
1.493644E12;1,1013;6,8570;8,1403
1.493644E12;1,0534;6,2632;7,8626
1.493644E12;0,5842;6,3494;8,2935
1.493644E12;0,3160;6,2632;8,7245
1.493644E12;0,2682;6,0142;9,1459
1.493644E12;0,0383;5,9568;8,9256
1.493644E12;-0,0479;5,6982;9,0788
1.493644E12;-0,6416;6,0047;8,5904
1.493644E12;-0,0766;5,1715;9,2799
1.493644E12;-0,3160;5,1332;8,2839
1.493644E12;-0,3831;5,2194;8,4563
1.493644E12;-0,7278;5,6982;7,8434
1.493644E12;0,1149;4,6448;7,8817
1.493644E12;-0,4501;5,7269;7,3263
1.493644E12;0,1915;5,0949;7,7955
1.493644E12;0,3352;5,2864;7,6519
1.493644E12;0,4310;5,0470;8,1690
1.493644E12;2,5474;6,2632;7,7285
1.493644E12;1,0918;6,3973;8,1211
1.493644E12;0,9194;5,7174;7,8243
1.493644E12;0,3926;5,8514;8,7628
1.493644E12;0,2777;6,6846;8,2456
1.493644E12;0,4980;6,1387;9,0884
1.493644E12;0,0958;6,4643;8,3701
1.493644E12;0,4501;5,2864;8,6766
1.493644E12;0,3926;6,5314;7,9392
1.493644E12;0,1341;6,0430;8,1786
1.493644E12;0,3160;5,9951;7,7764
1.493644E12;0,4597;5,3630;7,8530
1.493644E12;0,4310;6,6176;7,6902
1.493644E12;0,4597;5,2768;8,0349
1.493644E12;-0,3160;6,1770;8,2361
1.493644E12;1,4174;5,4205;7,5753
1.493644E12;-0,4693;5,6982;8,5042
1.493644E12;0,4501;6,2920;7,8243
1.493644E12;0,3256;5,5833;8,2265
1.493644E12;0,8428;5,1332;7,9296
1.493644E12;0,1437;6,1962;8,0254
1.493644E12;0,7470;5,2289;7,7093
1.493644E12;0,7470;6,0047;7,9775
1.493644E12;0,6129;5,9855;7,3454
1.493644E12;-0,3543;6,0908;8,5425
1.493644E12;0,2969;5,9472;7,5178
